P1,P2,P3,P4,P5,C ,D 
98.94,1162.8,4.2,2014,1,488597.6,77
52.5,913.5,13.39,2014,1,387564.32,77
45,634.48,9.36,2014,1,332336.4,73
59.16,1336.2,9.09,2011,1,415892.246,82
56,892.5,8.08,2011,1,330246.6552,77
81.6,1412.99,12.12,2011,1,458692.773,88
51.5,630,11.22,2011,1,255895.64,70
32,803.25,8.24,2011,1,252473.76,74
28.08,412,7.35,2014,1,266550.9,66
27.81,522.21,7.07,2014,1,270336,66
38,1033,6.24,2014,1,387406.8,80
30,681.2,5.25,2013,1,286828.284,82
80,971.36,9.27,2014,1,615600,75
77,1448.72,17.85,2014,1,681773.4,86
47.25,603,6.18,2014,1,295619.76,71
61.61,1018,12.6,2012,1,396752.4572,78
45.45,628.3,7.35,2013,1,320467.536,85
46.35,630,7.28,2013,1,294358.284,72
66.15,1543.97,12.48,2013,1,530618.616,90
55.65,1212,28.08,2013,1,556239.42,85
53.53,1378,11.44,2013,1,518451.12,84
29.4,201.96,5.1,2014,1,221478.4,62
53.55,383.25,5.1,2012,1,195715.96,64
53.55,373.36,7.07,2013,1,268830.842,73
53.04,315.12,7.21,2013,1,241626.33,65
28.56,336.81,5.05,2014,1,253780.34,65
40.8,1060.8,11.11,2014,1,455670.68,79
64.89,2035.15,13,2014,1,529544.4,100
56,1850.32,3.06,2014,1,500270.76,95
51.51,1799.2,7.07,2014,1,562817.86,95
48.3,1390,10,2014,1,499561.92,89
39,1146.35,10.2,2014,1,447433.8,78
41.6,1010,3.09,2014,1,390828.24,75
25.75,545.9,4.08,2014,1,243318,68
25.75,644,8.24,2014,1,284808.16,69
27.04,485.1,8,2014,1,275404.48,68
39.78,417.04,5.05,2014,1,271333.92,63
30,408,5.15,2014,1,261152.76,67
19.38,366,5.2,2014,1,262715.2,64
24.96,482,5.05,2014,1,263472,67
57.57,1236.9,13.26,2014,1,505755.36,85
52,443.39,5.2,2014,1,261063.8,65
35.36,887.4,10,2014,1,374673.64,76
61.2,1308.32,11.55,2013,1,477534.42,81
45.9,892.5,7.28,2013,1,335902.248,76
29.87,336.6,6.3,2012,1,212674.9768,70
26.52,306,5.15,2012,1,202117.8552,67
20.6,401.7,5,2014,1,242555.52,64
33.28,258.53,4.08,2014,1,236586.68,62
40.8,896.1,10.2,2014,1,356430.9,75
35.36,412,4.16,2014,1,228797.92,64
34,516.6,5.15,2014,1,273730.16,67
35.02,486.72,5,2014,1,264721.6,64
70.04,697.2,7.07,2014,1,324967.06,71
24.96,779,4.04,2014,1,319209,71
54.08,1155,13.39,2014,1,429703.56,79
30.16,470.4,7.07,2014,1,295148.7,65
36,772.5,8.4,2014,1,328278.28,74
27.81,304.98,6.3,2014,1,234909.84,65
48.41,735,6,2014,1,334661.8,71
24.15,810.9,5.1,2014,1,322799.4,71
31.5,794.58,3.12,2014,1,319745.8,74
26.986,599.76,3.12,2014,1,280772.8,66
24.24,530,8.32,2011,1,281127.36,81
37.74,680.74,9.36,2012,1,286047.9232,87
38.11,765,6.06,2011,1,244197.723,74
42.64,321,5.1,2014,1,239070.1,62
62.62,1123.73,10,2015,1,515120.716,79
76.76,1326,12,2014,1,535369.12,83
78.28,1365,12.12,2014,2,566255.8,85
51.5,1040.4,9,2010,2,303776.8272,77
52.5,1313.25,12.48,2010,2,390530.217,87
71,984.68,9,2010,2,371166.3924,98
73.84,988.8,9.18,2014,2,429675.84,76
45.15,800,8.24,2010,2,307946.7346,93
45.15,1285,2,2014,2,452928.96,82
38.11,437.85,7.28,2010,2,208784.0694,72
38.48,999.44,1.02,2014,2,241464.96,77
52.52,1448.72,13.13,2014,2,540448.48,89
47.84,485.13,7.21,2015,2,315214.196,64
89.76,1127.85,6.24,2014,2,427442.4,106
88.88,1105.95,15.45,2014,2,417630.72,83
62,1290,13.52,2015,2,580684.324,86
55.12,592.8,9.09,2014,2,337868.84,80
45.45,1001.92,9.27,2014,2,453490.8,95
43.05,867,8.4,2014,2,432300.24,89
56.56,728,9.18,2015,2,402462.112,86
57.12,756,9.27,2012,2,328408.0976,73
36.75,377,6,2012,2,210766.5516,66
51,310,7.21,2015,2,316948.28,68
29.12,294,5,2013,2,205059.492,63
28.84,280,5.15,2015,2,270480.012,62
28.35,481.77,5.05,2010,2,190562.4996,65
29.4,282.8,5.05,2015,2,248146.8,63
27.27,493.5,5.05,2014,2,295539.84,77
31.93,774,11,2011,2,363756.636,89
51.51,477.75,6.06,2014,2,305529.18,64
100,1549.38,15.6,2012,2,529816.14,90
105,1525.43,15.45,2014,2,595896.46,118
79,954.45,12.24,2012,2,407676.94,78
43.05,542.64,8.32,2012,2,259087.5936,67
44.72,544,6,2014,2,290659.4,69
93.6,742.63,13.65,2015,2,587685.12,87
40.56,530.25,8.4,2014,2,317855.94,77
47.84,479.4,7,2014,2,289523.52,67
39.14,530,7.14,2010,2,212879.1544,66
69.68,1161.5,11.44,2011,2,439806.8448,106
68.34,1196,10.5,2011,2,383161.2862,81
66.3,892.5,15.15,2010,2,327924.6432,78
74,1758.75,11.33,2014,2,705650.48,124
56.16,1190.79,10.5,2014,2,441603.36,79
72.8,944.32,10.3,2014,2,520588.2,93
32.96,636.3,6.12,2014,2,353823.54,80
73.5,119,10.5,2015,2,324231.6,58
72.8,896.1,11,2010,2,335433.0144,76
33.6,630,6.18,2010,2,221070.5574,69
98.94,1162.8,4.2,2014,2,488597.6,77
52.5,913.5,13.39,2014,2,387564.32,77
45,634.48,9.36,2014,2,332336.4,73
59.16,1336.2,9.09,2011,2,415892.246,82
56,892.5,8.08,2011,2,330246.6552,77
81.6,1412.99,12.12,2011,2,458692.773,88
51.5,630,11.22,2011,2,255895.64,70
32,803.25,8.24,2011,2,252473.76,74
28.08,412,7.35,2014,2,266550.9,66
27.81,522.21,7.07,2014,2,270336,66
38,1033,6.24,2014,2,387406.8,80
30,681.2,5.25,2013,2,286828.284,82
80,971.36,9.27,2014,2,615600,75
77,1448.72,17.85,2014,2,681773.4,86
47.25,603,6.18,2014,2,295619.76,71
61.61,1018,12.6,2012,2,396752.4572,78
45.45,628.3,7.35,2013,2,320467.536,85
46.35,630,7.28,2013,2,294358.284,72
66.15,1543.97,12.48,2013,2,530618.616,90
55.65,1212,28.08,2013,2,556239.42,85
53.53,1378,11.44,2013,2,518451.12,84
29.4,201.96,5.1,2014,2,221478.4,62
53.55,383.25,5.1,2012,2,195715.96,64
53.55,373.36,7.07,2013,2,268830.842,73
53.04,315.12,7.21,2013,2,241626.33,65
28.56,336.81,5.05,2014,2,253780.34,65
40.8,1060.8,11.11,2014,2,455670.68,79
64.89,2035.15,13,2014,2,529544.4,100
56,1850.32,3.06,2014,2,500270.76,95
51.51,1799.2,7.07,2014,2,562817.86,95
48.3,1390,10,2014,2,499561.92,89
39,1146.35,10.2,2014,2,447433.8,78
41.6,1010,3.09,2014,2,390828.24,75
25.75,545.9,4.08,2014,2,243318,68
25.75,644,8.24,2014,2,284808.16,69
27.04,485.1,8,2014,2,275404.48,68
39.78,417.04,5.05,2014,2,271333.92,63
30,408,5.15,2014,2,261152.76,67
19.38,366,5.2,2014,2,262715.2,64
24.96,482,5.05,2014,2,263472,67
57.57,1236.9,13.26,2014,2,505755.36,85
52,443.39,5.2,2014,2,261063.8,65
35.36,887.4,10,2014,2,374673.64,76
61.2,1308.32,11.55,2013,2,477534.42,81
45.9,892.5,7.28,2013,2,335902.248,76
29.87,336.6,6.3,2012,2,212674.9768,70
26.52,306,5.15,2012,2,202117.8552,67
20.6,401.7,5,2014,2,242555.52,64
33.28,258.53,4.08,2014,2,236586.68,62
40.8,896.1,10.2,2014,2,356430.9,75
35.36,412,4.16,2014,2,228797.92,64
34,516.6,5.15,2014,2,273730.16,67
35.02,486.72,5,2014,2,264721.6,64
70.04,697.2,7.07,2014,2,324967.06,71
24.96,779,4.04,2014,2,319209,71
54.08,1155,13.39,2014,2,429703.56,79
30.16,470.4,7.07,2014,2,295148.7,65
36,772.5,8.4,2014,2,328278.28,74
27.81,304.98,6.3,2014,2,234909.84,65
48.41,735,6,2014,2,334661.8,71
24.15,810.9,5.1,2014,2,322799.4,71
31.5,794.58,3.12,2014,2,319745.8,74
26.986,599.76,3.12,2014,2,280772.8,66
24.24,530,8.32,2011,2,281127.36,81
37.37,707.7,9.18,2012,2,283297.4624,87
37,757.5,6.18,2011,2,241872.0304,74
43.05,321,5,2014,2,243538.7,63
63.86,1123.73,10.2,2015,2,530124.232,81
79.04,1313,12.48,2014,2,555960.24,83
79.04,1339,12.48,2014,2,555960.24,82
52,1050.6,9.09,2010,2,289713.0852,76
50.5,1275,12.12,2010,2,383091.5462,81
71.71,975.12,9.09,2010,2,374805.2786,99
73.13,960,9.27,2014,2,413761.92,76
45.15,800,8.08,2010,2,288170.3388,92
43.43,1349.25,2.08,2014,2,452928.96,85
38.48,421.17,7.35,2010,2,220946.2482,73
37.37,999.44,1.02,2014,2,243809.28,77
53.56,1448.72,13.65,2014,2,556038.34,86
46.46,471,7.35,2015,2,312153.864,66
88,1149.75,6.12,2014,2,443725.92,102
88,1127.85,15,2014,2,441724.8,80
62,1328.7,13,2015,2,575206.17,84
54.06,575.7,9.36,2014,2,334588.56,78
46.8,1001.92,9.18,2014,2,440533.92,97
41,850,8,2014,2,408283.56,95
56,714,9.45,2015,2,390852.628,87
57.68,741.6,9.36,2012,2,340800.856,72
35.35,392.08,6.06,2012,2,210766.5516,65
52,310,7.07,2015,2,314066.932,71
29.4,291.2,5.05,2013,2,221301.828,61
29.4,294,5.05,2015,2,248146.8,64
28.35,486.54,5,2010,2,205508.578,65
28.56,288.4,5.25,2015,2,265517.076,63
27.27,493.5,5.25,2014,2,281857.44,73
31.62,797.22,11.44,2011,2,363756.636,89
51.51,477.75,6,2014,2,288711.06,68
100,1594.95,15.45,2012,2,544953.744,88
102,1540.24,15.3,2014,2,563094.82,120
79.79,927.18,12.48,2012,2,378027.708,77
41.82,547.96,8.4,2012,2,242294.8792,67
45.15,554.88,6,2014,2,285326.2,67
90.9,742.63,13.52,2015,2,560972.16,91
40.95,525.2,8,2014,2,330199.86,77
47.84,474.7,7.28,2014,2,306226.8,68
39.9,535.3,7.07,2010,2,219202.2976,69
67,1150,11.22,2011,2,447951.416,106
70.35,1161.5,10.1,2011,2,379580.3396,79
67.6,910,15.75,2010,2,350210.784,76
74.74,1758.75,11.22,2014,2,679022.16,124
56.7,1237.95,10.3,2014,2,437514.44,79
72.8,953.4,10.4,2014,2,492192.48,93
32,661.5,6.06,2014,2,357258.72,83
72.8,121.38,10,2015,2,330407.44,59
72.1,887.4,11,2010,2,316446.24,76
32.96,600,6.18,2010,2,240769.914,70
100.88,1174.2,4.08,2014,2,507948,78
52,870,13.13,2014,2,376384.58,75
47.25,640.64,9.09,2014,2,338852.8,69
60.9,1310,9,2011,2,385645.5372,86
56,858.5,8,2011,2,318015.2976,75
82.4,1440.97,12.12,2011,2,449955.7678,87
50.5,618,11,2011,2,281485.204,71
32.64,803.25,8.32,2011,2,270146.9232,70
28.08,420,7.21,2014,2,266550.9,67
28.35,517.14,7.07,2014,2,297369.6,68
39.14,1063.99,6.3,2014,2,390993.9,80
30,681.2,5.15,2013,2,289640.326,86
83.2,971.36,9.09,2014,2,581400,76
77.77,1393,17,2014,2,688266.48,86
46.35,603,6,2014,2,292882.54,68
62.22,1018,12.24,2012,2,363993.08,76
45.45,634.4,7.07,2013,2,302663.784,83
47.25,648.9,7.07,2013,2,291607.272,71
66.15,1558.96,12,2013,2,525612.78,88
55.65,1212,27,2013,2,515785.644,86
53.53,1351.5,11.33,2013,2,471319.2,83
29.12,198,5.25,2014,2,225737.6,60
51,372.3,5.25,2012,2,207458.9176,62
53.55,369.77,7.21,2013,2,266364.504,69
53.04,315.12,7.35,2013,2,228077.19,62
28.56,336.81,5.15,2014,2,232826,63
40,1050.4,11.44,2014,2,442774.34,81
63.63,2015,13,2014,2,504328,103
56,1850.32,3.03,2014,2,504860.4,93
52.53,1781.9,7.35,2014,2,541777.94,96
48.3,1445.6,10.2,2014,2,480348,87
39.78,1146.35,10.3,2014,2,414893.16,83
42,1050,3.06,2014,2,387209.46,79
25.75,556.5,4.08,2014,2,253050.72,65
25.5,663.32,8.16,2014,2,279331.08,68
26.26,466.62,8.08,2014,2,280700.72,65
40.17,401,5,2014,2,266115.96,65
31.2,420,5.05,2014,2,268474.8,64
19,369.66,5.25,2014,2,262715.2,66
25.2,491.64,5.15,2014,2,268741.44,66
57,1213.34,13,2014,2,515121.2,84
54.6,460.95,5.1,2014,2,271202.2,67
34,913.5,10.5,2014,2,374673.64,77
60,1270.58,11.33,2013,2,491579.55,83
45.9,867,7.07,2013,2,320493.888,73
29.87,336.6,6.12,2012,2,225063.8104,68
26.52,300,5.1,2012,2,198154.76,68
20,405.6,5,2014,2,238104.96,66
33.6,261.04,4.08,2014,2,223563.56,61
41.6,870,10.4,2014,2,342852.58,74
34.34,400,4.2,2014,2,222197.98,63
34.34,506.76,5.05,2014,2,258236,64
35.02,491.4,5.25,2014,2,262176.2,67
71.4,670.64,7.28,2014,2,334432.12,71
24.72,794.58,4,2014,2,344245,71
52.52,1122,13.39,2014,2,438129.12,80
29.58,461.44,7.07,2014,2,295148.7,65
37.8,787.5,8.4,2014,2,334778.84,74
27,299,6.06,2014,2,232584,64
49.35,735,6.12,2014,2,319449.9,72
23,818.85,5,2014,2,322799.4,74
30.6,802.37,3.03,2014,2,332409,71
26.986,605.64,3.15,2014,2,267528.8,70
24.72,530,8.24,2011,2,281127.36,80
37.37,714.44,9.45,2012,2,277796.5408,85
37.74,802.5,6,2011,2,232569.26,73
41.82,321,5.35,2014,2,250241.6,64
65.72,1145.55,10.4,2015,2,565132.436,80
79.04,1378,12.6,2014,2,519925.78,90
78.28,1313,12.84,2014,2,550812.46,90
51,1020,9.09,2010,2,295338.582,81
50,1287.75,12.72,2010,2,416565.5648,83
71,975.12,9.09,2010,2,389360.8234,95
75.97,979.2,9.36,2014,2,441611.28,78
43.86,824,8,2010,2,285345.1394,91
45.58,1374.95,2.08,2014,2,461809.92,82
38.85,437.85,7.21,2010,2,204730.0098,78
38.11,1009.05,1.06,2014,2,234432,80
54.08,1490.51,13.26,2014,2,545645.1,88
47.38,485.13,7.28,2015,2,309093.532,70
92.4,1116.9,6.18,2014,2,451867.68,100
89.76,1127.85,15.15,2014,2,405583.68,80
65.72,1341.6,13,2015,2,608075.094,85
53,575.7,9,2014,2,344429.4,80
46.35,1011.84,9.27,2014,2,449171.84,100
43.46,892.5,8.16,2014,2,424294.68,89
56.56,707,9.45,2015,2,398592.284,90
57.12,756,9.45,2012,2,343899.0456,77
35,395.85,6,2012,2,223044.2148,64
53.5,319.3,7.14,2015,2,328473.672,69
28.56,285.6,5.1,2013,2,217241.244,63
29.68,294,5.25,2015,2,270480.012,61
28.08,491.31,5.3,2010,2,198035.5388,67
29.12,285.6,5.25,2015,2,267998.544,62
28.35,474.7,5.15,2014,2,314695.2,78
32.55,781.74,11.11,2011,2,370492.87,86
53.04,464.1,6.36,2014,2,302726.16,64
100,1534.19,15.75,2012,2,580274.82,90
104,1481,15.75,2014,2,574028.7,121
80.58,963.54,12.36,2012,2,400264.632,75
42.64,537.32,8.08,2012,2,256688.6344,69
46.01,576.64,6.42,2014,2,282659.6,72
90.9,735.42,13.78,2015,2,603712.896,91
40.56,540.35,8.24,2014,2,339457.8,77
47.38,479.4,7.35,2014,2,283955.76,65
39.14,567.1,7.35,2010,2,242387.156,66
70.35,1184.5,11,2011,2,460168.2728,112
68.34,1161.5,10.7,2011,2,361675.6066,87
65.65,936.25,15.6,2010,2,321557.1744,81
76.96,1725.25,11.33,2014,2,752250.04,134
54.54,1237.95,10.4,2014,2,457959.04,81
74.2,926.16,10.7,2014,2,534786.06,100
33.6,667.8,6.12,2014,2,364129.08,82
70,123.76,10.5,2015,2,345847.04,62
74.9,870,11.77,2010,2,319610.7024,78
33.92,630,6,2010,2,249525.1836,74
98.94,1219.8,4.12,2014,2,493435.2,79
52,887.4,13.52,2014,2,387564.32,81
48.15,652.96,9,2014,2,345369.2,69
61.48,1336.2,9.63,2011,2,423453.9232,86
57.68,858.5,8.16,2011,2,345535.8522,78
81.6,1454.96,12.84,2011,2,493640.7938,92
51.5,606,11.55,2011,2,281485.204,71
32.96,787.95,8,2011,2,265097.448,71
27.27,412,7.49,2014,2,253858,63
28.08,532.35,7.28,2014,2,302776.32,66
38.76,1053.66,6.06,2014,2,408929.4,77
31.5,700.85,5.3,2013,2,292452.368,82
84.8,971.36,9.27,2014,2,575700,80
80.08,1420.86,17.85,2014,2,668787.24,87
46.35,603,6.18,2014,2,312043.08,67
65.27,1038.36,12.24,2012,2,393112.5264,77
47.7,622.2,7.14,2013,2,320467.536,79
47.25,648.9,7.49,2013,2,299860.308,69
66.15,1499,12,2013,2,570665.304,90
54.06,1236,28.89,2013,2,505672.2,87
56.71,1338.25,11.77,2013,2,480745.584,82
29.12,205.92,5.2,2014,2,217219.2,60
52.53,365,5.35,2012,2,201587.4388,67
54.57,376.95,7,2013,2,256499.152,74
54.06,318.24,7.14,2013,2,243884.52,62
28.84,333.54,5.25,2014,2,235154.26,66
40.8,1071.2,11.22,2014,2,442774.34,79
63,2075.45,13,2014,2,524501.12,106
57.12,1960.24,3.12,2014,2,491091.48,96
54.06,1799.2,7.49,2014,2,594377.74,96
46.46,1417.8,10.5,2014,2,489954.96,90
39.78,1180.4,10.1,2014,2,423028.32,83
42,1070,3.06,2014,2,369115.56,75
25.75,567.1,4.2,2014,2,265216.62,67
25.5,650.44,8.56,2014,2,314932.1,70
27.04,489.72,8.56,2014,2,264812,69
40.56,425.06,5.15,2014,2,260898,64
31.5,428,5.25,2014,2,258712.08,63
19.57,391.62,5,2014,2,269880.16,67
24.72,486.82,5.15,2014,2,274010.88,68
57,1201.56,13,2014,2,487023.68,86
52.52,447.78,5.2,2014,2,288944.4,69
35.7,896.1,10.2,2014,2,370964,76
60.6,1333.48,11.44,2013,2,538396.65,87
45.45,850,7.21,2013,2,320493.888,76
29.58,336.6,6.36,2012,2,225063.8104,72
27.04,315,5.15,2012,2,214007.1408,68
21,409.5,5.05,2014,2,238104.96,66
33.28,266.06,4.16,2014,2,245268.76,61
40.8,922.2,10.3,2014,2,349641.74,78
36.04,428,4.04,2014,2,237597.84,66
35.36,526.44,5,2014,2,263400.72,68
35.7,472.68,5.35,2014,2,274903.2,70
68.68,670.64,7.07,2014,2,356517.26,71
24,833.53,4.12,2014,2,331727,73
53.56,1155,13.26,2014,2,467618.58,85
30.16,461.44,7.42,2014,2,295148.7,68
36,787.5,8.24,2014,2,360781.08,71
27,313.95,6.18,2014,2,258168.24,65
48.88,749,6.18,2014,2,307280.38,69
23.92,802.95,5.35,2014,2,344952.3,74
30,786.79,3.09,2014,2,332409,74
28.034,617.4,3,2014,2,270177.6,72
24.96,540.6,8.56,2011,2,295183.728,84
39.59,680.74,9.36,2012,2,316302.992,84
39.22,765,6.24,2011,2,244197.723,74
42.64,330.63,5.05,2014,2,243538.7,63
65.72,1167.37,10.5,2015,2,500117.2,77
80.56,1352,12.84,2014,2,576551.36,89
79.04,1300,12,2014,2,519925.78,87
52,1030.2,9.36,2010,2,317840.5692,76
53.5,1275,12.84,2010,2,386810.8816,86
71.71,1003.8,9.18,2010,2,396638.5958,94
74.55,979.2,9.36,2014,2,457525.2,77
44.72,848,8.32,2010,2,319247.5322,96
43.43,1297.85,2.02,2014,2,466250.4,84
38.48,433.68,7,2010,2,212838.129,71
39.59,980.22,1.03,2014,2,253186.56,80
53.04,1462.65,13.91,2014,2,535251.86,84
48.76,475.71,7,2015,2,333576.188,65
88,1138.8,6.06,2014,2,443725.92,109
93.28,1127.85,15.9,2014,2,441724.8,79
65.72,1302.9,13.65,2015,2,580684.324,90
53,587.1,9.27,2014,2,350989.96,80
46.8,1041.6,9.63,2014,2,492361.44,96
41,850,8.24,2014,2,420291.9,93
56.56,700,9.63,2015,2,437290.564,85
58.8,720,9.18,2012,2,316015.3392,71
36.4,380.77,6.36,2012,2,206673.9972,68
50.5,331.7,7,2015,2,308304.236,68
28.84,285.6,5.1,2013,2,225362.412,64
29.12,285.6,5.05,2015,2,272961.48,65
28.89,496.08,5.15,2010,2,209245.0976,65
28.28,296.8,5.1,2015,2,275442.948,61
28.62,488.8,5.3,2014,2,276384.48,81
31.62,797.22,11.44,2011,2,353652.285,91
53.55,459.55,6.18,2014,2,316741.26,64
106,1579.76,15.3,2012,2,534862.008,93
100,1555.05,15.6,2014,2,617764.22,118
83.74,954.45,12.36,2012,2,381733.862,80
41.82,532,8,2012,2,261486.5528,66
44.72,582.08,6.36,2014,2,293326,73
96.3,742.63,13.91,2015,2,614398.08,87
41.73,530.25,8.4,2014,2,342543.78,79
46.46,498.2,7.28,2014,2,317362.32,67
38.76,551.2,7.49,2010,2,217094.5832,71
67.67,1219,11,2011,2,423517.7024,104
69.01,1161.5,10,2011,2,361675.6066,80
66.3,892.5,15.45,2010,2,331108.3776,75
74.74,1775.5,11.77,2014,2,712307.56,123
56.16,1202.58,10,2014,2,417069.84,87
73.5,935.24,10.1,2014,2,511122.96,97
33.92,667.8,6.42,2014,2,370999.44,82
70,120.19,10.6,2015,2,355110.8,64
74.2,896.1,11.44,2010,2,351255.3264,75
34.24,618,6.12,2010,2,245147.5488,68
98.94,1174.2,4.28,2014,2,483760,85
50.5,922.2,13.78,2014,2,372658,78
47.25,659.12,9.18,2014,2,345369.2,69
59.16,1388.6,9.36,2011,2,415892.246,82
58.24,875.5,8.48,2011,2,318015.2976,73
81.6,1426.98,12.24,2011,2,454324.2704,89
53,600,11,2011,2,278926.2476,71
34.24,810.9,8.48,2011,2,270146.9232,74
28.89,412,7.14,2014,2,264012.32,69
28.89,542.49,7.14,2014,2,289259.52,65
38.38,1033,6.18,2014,2,380232.6,75
30.9,674.65,5.25,2013,2,295264.41,86
82.4,962.02,9.09,2014,2,587100,75
77.77,1393,18.19,2014,2,688266.48,86
46.35,609.03,6.42,2014,2,292882.54,68
65.27,1048.54,12.12,2012,2,367633.0108,77
47.7,616.1,7.07,2013,2,341238.58,79
46.8,636.3,7.49,2013,2,291607.272,71
66.15,1603.93,12.6,2013,2,535624.452,90
55.65,1200,28.35,2013,2,571409.586,91
54.59,1378,11.77,2013,2,542017.08,84
28,203.94,5.35,2014,2,240644.8,58
53.04,383.25,5.35,2012,2,217244.7156,64
52.02,362.59,7.35,2013,2,266364.504,75
54.57,330.72,7.49,2013,2,246142.71,62
28.56,346.62,5.2,2014,2,237482.52,67
40.4,1092,11.55,2014,2,438475.56,80
66.78,2055.3,13.65,2014,2,554760.8,101
59.36,1868.64,3.15,2014,2,500270.76,91
51.51,1799.2,7.28,2014,2,531257.98,94
49.22,1487.3,10.2,2014,2,480348,89
39.78,1214.45,10.1,2014,2,439298.64,86
40,1000,3.21,2014,2,390828.24,79
25,535.3,4.24,2014,2,260350.26,70
26.5,682.64,8.08,2014,2,309455.02,72
26.26,480.48,8.24,2014,2,275404.48,67
39.78,417.04,5.25,2014,2,281769.84,68
31.5,416,5.15,2014,2,266034.12,69
20.33,366,5.1,2014,2,241220.32,67
24.72,501.28,5.2,2014,2,284549.76,70
60.99,1225.12,13.65,2014,2,487023.68,81
53.04,443.39,5.35,2014,2,288944.4,67
35.7,870,10.1,2014,2,404350.76,76
64.2,1320.9,11.44,2013,2,514988.1,85
46.8,884,7.07,2013,2,320493.888,74
29,333.3,6.3,2012,2,206480.56,69
27.82,321,5.2,2012,2,223914.8788,73
21.2,417.3,5.2,2014,2,224753.28,62
32,268.57,4.24,2014,2,240927.72,63
42.4,896.1,10.6,2014,2,339458,77
35.36,412,4.12,2014,2,248597.74,68
35.36,496.92,5.05,2014,2,278894.88,65
34.68,477.36,5.35,2014,2,269812.4,70
71.4,697.2,7.21,2014,2,343897.18,75
25.44,810.16,4.2,2014,2,316079.5,75
54.08,1166,13.91,2014,2,446554.68,81
29.58,452.48,7.14,2014,2,323258.1,67
36.72,802.5,8.16,2014,2,351030.24,76
28.08,310.96,6,2014,2,239561.52,63
48.88,700,6.12,2014,2,343788.94,69
23.46,802.95,5.2,2014,2,319634.7,73
30.9,779,3.12,2014,2,316580,75
27.248,611.52,3.21,2014,2,283421.6,68
25.44,561.8,8.32,2011,2,317673.9168,83
39.59,680.74,9.09,2012,2,275046.08,84
38.48,757.5,6.24,2011,2,234894.9526,73
43.87,337.05,5.25,2014,2,230132.9,66
63.86,1112.82,10.6,2015,2,515120.716,79
76.76,1313,12.84,2014,2,586846.92,83
79.8,1365,12.48,2014,2,561108.02,90
51.5,1030.2,9.18,2010,2,303776.8272,82
51,1338.75,12,2010,2,379372.2108,85
71,1003.8,9.63,2010,2,414833.0268,102
71,979.2,9,2014,2,401826.48,77
43,832,8.56,2010,2,313597.1334,87
44.29,1362.1,2.02,2014,2,452928.96,80
38.85,417,7,2010,2,218919.2184,74
39.22,989.83,1.07,2014,2,253186.56,76
52.52,1490.51,13,2014,2,592414.68,86
48.3,499.26,7.21,2015,2,318274.528,66
90.64,1138.8,6.36,2014,2,419300.64,108
88.88,1138.8,15.45,2014,2,413615.04,84
62.62,1328.7,13.78,2015,2,629987.71,83
56.18,598.5,9.54,2014,2,364111.08,82
45.45,1031.68,9.36,2014,2,457809.76,101
43.87,901,8.32,2014,2,452314.14,93
58.8,721,9.36,2015,2,394722.456,89
58.24,720,9.18,2012,2,340800.856,75
35,377,6.36,2012,2,223044.2148,62
52.5,316.2,7,2015,2,299660.192,72
28.56,280,5.3,2013,2,233483.58,62
29.12,296.8,5.05,2015,2,260554.14,65
28.62,500.85,5.35,2010,2,186825.98,67
28.56,280,5.35,2015,2,250628.268,63
28.89,470,5.25,2014,2,311958.72,77
31.31,820.44,11.22,2011,2,360388.519,93
53.55,486.85,6,2014,2,285908.04,68
105,1564.57,15.15,2012,2,534862.008,94
106,1584.67,16.05,2014,2,595896.46,116
82.16,954.45,12.48,2012,2,403970.786,77
41.82,547.96,8.24,2012,2,249491.7568,67
44.72,571.2,6.36,2014,2,295992.6,69
93.6,735.42,13.52,2015,2,550286.976,85
40.95,515.1,8.48,2014,2,308598,76
48.76,479.4,7.21,2014,2,278388,69
40.28,561.8,7.28,2010,2,221310.012,69
67,1207.5,11.44,2011,2,460168.2728,110
71.69,1184.5,10.3,2011,2,411808.859,83
66.3,927.5,15.75,2010,2,324740.9088,81
76.22,1675,11.77,2014,2,738935.88,131
55.08,1237.95,10.5,2014,2,441603.36,86
72.8,953.4,10.5,2014,2,544251.3,100
33.6,655.2,6.36,2014,2,364129.08,86
70,119,10.3,2015,2,327319.52,60
70,870,11,2010,2,341761.9392,80
32.64,636,6.36,2010,2,245147.5488,72
97.97,1185.6,4,2014,2,488597.6,81
50,878.7,13.52,2014,2,376384.58,78
46.8,622.16,9.54,2014,2,329078.2,69
59.74,1401.7,9.36,2011,2,400768.8916,84
57.68,909.5,8.08,2011,2,305783.94,73
81.6,1412.99,12.12,2011,2,441218.7626,87
50,612,11.77,2011,2,271249.3784,69
32.32,772.65,8.4,2011,2,277721.136,74
28.08,412,7,2014,2,258935.16,67
27,537.42,7.35,2014,2,270336,68
38,1033,6.24,2014,2,408929.4,82
30.6,681.2,5.15,2013,2,289640.326,84
83.2,980.7,9.09,2014,2,632700,77
77.77,1434.79,17,2014,2,707745.72,87
46.8,615.06,6.12,2014,2,273722,70
64.66,1028.18,12.24,2012,2,400392.388,78
46.8,628.3,7.35,2013,2,332336.704,86
47.7,655.2,7.07,2013,2,286105.248,73
65.52,1558.96,12,2013,2,525612.78,89
55.65,1236,27.81,2013,2,536012.532,84
54.59,1404.5,11.22,2013,2,523164.312,89
29.96,209.88,5.35,2014,2,212960,64
54.06,379.6,5.15,2012,2,209416.0772,63
